COCO_AP,COCO_AP50,COCO_AP75,COCO_AP_large,COCO_AP_medium,COCO_AP_small,COCO_AR100,COCO_images,elapsed_seconds,gradient_norm_before_clip,loss_box_reg,loss_classifier,loss_objectness,loss_rpn_box_reg,loss_total,row_type,update
,,,,,,,,0.1440590999845881,1.7435561418533325,0.038690559566020966,0.013132251799106598,0.0032684204634279013,0.020614352077245712,0.07570558786392212,training,88
,,,,,,,,0.11723149998579174,1.095518708229065,0.029921066015958786,0.011013925075531006,0.0019477899186313152,0.0009366694721393287,0.043819449841976166,training,89
,,,,,,,,0.11067520000506192,1.9762253761291504,0.03331311047077179,0.010057469829916954,0.007862335070967674,0.018835457041859627,0.0700683742761612,training,90
,,,,,,,,0.1530561000108719,1.2002582550048828,0.043409306555986404,0.022778920829296112,0.003434512298554182,0.0018948521465063095,0.07151759415864944,training,91
,,,,,,,,0.14095880000968464,1.3971431255340576,0.05853763967752457,0.02868625521659851,0.0022850711829960346,0.012456860393285751,0.10196582973003387,training,92
,,,,,,,,0.1441243999870494,1.00223708152771,0.03194031864404678,0.015442845411598682,0.0022093323059380054,0.001393214683048427,0.050985708832740784,training,93
,,,,,,,,0.14478020000387914,1.950791597366333,0.06781544536352158,0.03883375972509384,0.008402327075600624,0.018309298902750015,0.1333608329296112,training,94
,,,,,,,,0.14126360000227578,1.808648943901062,0.0430443212389946,0.01355502475053072,0.005012141074985266,0.016451038420200348,0.0780625194311142,training,95
,,,,,,,,0.14473759999964386,1.8179161548614502,0.04788408428430557,0.014453626237809658,0.008953087031841278,0.017596475780010223,0.0888872742652893,training,96
,,,,,,,,0.14477710000937805,3.7608845233917236,0.04062987118959427,0.014837982133030891,0.010274302214384079,0.07470813393592834,0.14045028388500214,training,97
,,,,,,,,0.1429241000150796,1.715571403503418,0.04305814579129219,0.01276097260415554,0.0023454148322343826,0.01259678602218628,0.0707613155245781,training,98
,,,,,,,,0.1393734000157565,1.5085924863815308,0.06714092940092087,0.03599919006228447,0.0022801076993346214,0.007662683725357056,0.11308290809392929,training,99
,,,,,,,,0.14389969999319874,1.1524326801300049,0.03309202194213867,0.00883723609149456,0.003700213273987174,0.011622399091720581,0.05725187063217163,training,100
0.39246263741077797,0.6877629289140861,0.48401667334094145,0.02932856310841168,0.046243447874199185,0.4598596055579189,0.5328125,64,1.260310700017726,,,,,,,validation,100
,,,,,,,,0.14338090000092052,1.763350009918213,0.03211020305752754,0.007506929337978363,0.0033443612046539783,0.012940751388669014,0.05590224266052246,training,101
,,,,,,,,0.14022170001408085,2.4147839546203613,0.04568152502179146,0.012199119664728642,0.0053406511433422565,0.02273068204522133,0.08595198392868042,training,102
,,,,,,,,0.14540980002493598,1.1953188180923462,0.03210107982158661,0.011182372458279133,0.002668445697054267,0.004095804877579212,0.050047699362039566,training,103
,,,,,,,,0.14270239998586476,1.1847221851348877,0.027786143124103546,0.008064708672463894,0.003076283261179924,0.015097066760063171,0.05402420461177826,training,104
,,,,,,,,0.12402030001976527,1.795939564704895,0.06978997588157654,0.033478476107120514,0.004693994764238596,0.02144632861018181,0.12940877676010132,training,105
,,,,,,,,0.10870889999205247,1.9178982973098755,0.040400952100753784,0.01524595357477665,0.0016882584895938635,0.012360666878521442,0.06969583034515381,training,106
,,,,,,,,0.14114220000919886,1.3389153480529785,0.04903033375740051,0.01329573430120945,0.0035471757873892784,0.007195846177637577,0.07306908816099167,training,107
,,,,,,,,0.1529774000227917,0.984694242477417,0.034736230969429016,0.015643473714590073,0.0024362606927752495,0.003029347164556384,0.055845312774181366,training,108
,,,,,,,,0.14120139999431558,1.2528177499771118,0.03766728937625885,0.012028890661895275,0.005049467086791992,0.014226362109184265,0.06897200644016266,training,109
,,,,,,,,0.14084760000696406,2.700021743774414,0.04345124959945679,0.03117194212973118,0.008095601573586464,0.016321469098329544,0.09904025495052338,training,110
,,,,,,,,0.13616090000141412,1.78730309009552,0.045825421810150146,0.01442478783428669,0.015608862042427063,0.011259057559072971,0.08711812645196915,training,111
,,,,,,,,0.11099069999181665,1.377806544303894,0.038925714790821075,0.013569984585046768,0.0030408897437155247,0.012018168345093727,0.06755475699901581,training,112
,,,,,,,,0.10729820001870394,0.7843289375305176,0.0254103634506464,0.012179954908788204,0.0009017856209538877,0.0036121830344200134,0.04210428521037102,training,113
,,,,,,,,0.1607423999812454,1.2206634283065796,0.029810603708028793,0.012156302109360695,0.006746495142579079,0.010309522971510887,0.0590229257941246,training,114
,,,,,,,,0.1443355000228621,1.795992136001587,0.029869573190808296,0.010284774005413055,0.017793813720345497,0.012395048514008522,0.07034320384263992,training,115
,,,,,,,,0.14235350000672042,1.3964793682098389,0.02881971001625061,0.0077429236844182014,0.0028531665448099375,0.014842437580227852,0.054258234798908234,training,116
,,,,,,,,0.1401309999928344,2.355886459350586,0.0355493426322937,0.025109320878982544,0.013259436935186386,0.04946613684296608,0.12338423728942871,training,117
,,,,,,,,0.11497949998010881,1.439657211303711,0.050573788583278656,0.016530238091945648,0.007284556049853563,0.0063803670927882195,0.08076895028352737,training,118
,,,,,,,,0.11044600000604987,1.1852869987487793,0.03806903585791588,0.02058425545692444,0.0021358586382120848,0.00991776678711176,0.07070691883563995,training,119
,,,,,,,,0.14261470001656562,1.2113827466964722,0.03017067164182663,0.016265403479337692,0.003636427689343691,0.014098931103944778,0.0641714334487915,training,120
,,,,,,,,0.13232750000315718,1.1483722925186157,0.025267543271183968,0.012531020678579807,0.0026797661557793617,0.0047921072691679,0.04527043551206589,training,121
